topic,dashboard_city,dashboard_index,dashboard_name,component_id,component_index,component_name,chart_types,map_layer_count,map_layer_types,has_history,update_freq,source,use_case,short_desc,links,contributors
"圖資資訊","taipei","map-layers-taipei","圖資資訊","16","slope_area_risk","山坡地風險地點","","0","","false","10 year","工務局","除可以在地圖頁面概覽臺北市山坡地風險地點與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前較有災害風險的山坡地區。","https://data.taipei/dataset/detail?id=7945f811-9b77-4d89-92ec-d94c827888ca","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","9","police_facility","警察相關設施","","0","","false","1 month","警察局","除可以在地圖頁面概覽臺北市警察相關設施與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前各警察局點位與轄區。","https://data.taipei/dataset/detail?id=6c41536a-3ce2-4102-bdfc-6b5f3d13ef91","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","11","designate","緊急避難設施","","0","","false","","社會局","除可以在地圖頁面概覽臺北市緊急避難設施與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前各避難所點位與可收容人數。","https://data.taipei/dataset/detail?id=f327232d-9230-44d0-bf0c-df151802da32","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","14","patrol_fireriskarea","火災風險地點","","0","","false","1 month","消防局","除可以在地圖頁面概覽臺北市火災風險地點與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前安檢不合格場所與救災搶救困難地區。","https://data.taipei/dataset/detail?id=871874fc-c3b8-4752-aa56-76101395589d;https://data.taipei/dataset/detail?id=0f322478-e09b-46af-8019-caeaa79678d7","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","15","fire_respondent","火災應變設施","","0","","false","6 month","消防局","除可以在地圖頁面概覽臺北市火災應變設施與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前各消防隊與消防栓點位資訊。","https://data.taipei/dataset/detail?id=a9fa2045-f7a6-4e16-ad26-577748064cdf;https://data.taipei/dataset/detail?id=679a0801-8cb0-4c64-91ad-952c1b9e5e84","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","106","hospitals","醫療院所分布","","0","","false","1 year","衛生局","除可以在地圖頁面概覽臺北市醫療院所分布與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前各診所與醫院分布。","https://data.taipei/dataset/detail?id=ffdd5753-30db-4c38-b65f-b77892773d60","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","219","bike_map","自行車道路網圖資","","0","","false","","交通局交工處","使用於地圖分析、交通規劃與旅遊建議，雙北的自行車路網可與其他圖資套疊，提供更深入的洞察。透過將自行車道與人口密度、交通流量或公車捷運路線交叉比對，可優化城市規劃，提高自行車友善程度。對於旅遊應用，可將自行車道與景點、商圈、飯店位置結合，推薦最佳騎行路線，提升遊憩體驗。此外，政府與企業可藉由數據分析發掘需求熱點，進一步優化自行車基礎設施與共享單車系統。","顯示雙北當前自行車路網分布。","https://tdx.transportdata.tw/api/basic/v2/Cycling/Shape/City/Taipei?%24top=30&%24format=JSON;https://tdx.transportdata.tw/api/basic/v2/Cycling/Shape/City/NewTaipei?%24top=30&%24format=JSON","doit;ntpc"
"氣候變遷","taipei","climate-change","氣候變遷","103","parks","公園綠地","","0","","false","","工務局","圖表所顯示的公園類別的面積與分佈位置，能夠幫助我們更深入了解不同公園類型的分佈情況。","顯示全市各公園類別的面積和分布位置。","https://data.taipei/dataset/detail?id=5b277432-f534-4d09-a24c-d3f6b514e042","doit"
"氣候變遷","taipei","climate-change","氣候變遷","173","greenhouse_gas","溫室氣體排放統計","","0","","true","1 year","環保局","透過本組件可以了解全市溫室氣體排放狀態，並依此檢示節能措施與政策是否確實有發揮功效，並鼓勵全民一起加入減碳行動。","顯示最新溫室氣體排放統計。","https://data.taipei/dataset/detail?id=493e8019-3de7-47fa-aa9b-cb4076e540a2","陳庭勛;高偉倫;蔡豪軒;黃郁涵;江建輝"
"氣候變遷","taipei","climate-change","氣候變遷","175","power_usage","用電量統計","","0","","false","1 year","產業局","透過本組件可以了解全市歷年用電量變化趨勢，並依此檢示節能措施與政策是否確實有發揮功效，並鼓勵全民一起加入減碳行動。","顯示歷年臺北市總用電量與電燈用電量。","https://data.taipei/dataset/detail?id=9bfb5424-1996-461a-b19b-f75101e2f459","陳庭勛;高偉倫;蔡豪軒;黃郁涵;江建輝"
"氣候變遷","taipei","climate-change","氣候變遷","110","street_trees","行道樹","","0","","false","","工務局","台北市行道樹的數量與分布位置資料，將幫助我們掌握行道樹的疏密情況，並進一步比較其與其他指標的相關性。","顯示全市各行政區的行道樹數量和分布位置。","https://data.taipei/dataset/detail?id=7a49d00c-a5ff-4a6b-be9e-aaa6dc1ff7e8","doit"
"氣候變遷","taipei","climate-change","氣候變遷","60","youbike_availability","YouBike使用情況","","0","","false","10 minute","交通部","藉由顯示雙北地區 YouBike 的使用情況，以及觀察可借車輛數約為車柱總數的一半，可大致掌握目前停放於站點與使用中車輛的整體分布情形。使用者亦可透過地圖模式查詢雙北各站點的即時資訊，包括可借車輛數、可還空位數及站點位置，方便規劃路線與掌握使用狀況，提升共享單車的便利性與使用效率。","顯示當前雙北共享單車YouBike的使用情況。","https://tdx.transportdata.tw/api-service/swagger/basic/2cc9b888-a592-496f-99de-9ab35b7fb70d#/Bike/BikeApi_Availability_2181;https://tdx.transportdata.tw/api/basic/v2/Bike/Availability/City/NewTaipei?%24top=30&%24format=JSON","doit;ntpc"
"氣候變遷","taipei","climate-change","氣候變遷","174","air_quality","空氣品質","","0","","true","1 hour","環境部","此圖表可供民眾參考，特別是懷孕期使用者及嬰幼兒，作為評估是否外出的依據。","顯示臺北市各測站即時空氣品質資訊。","https://airtw.moenv.gov.tw/cht/Query/His_Data.aspx","陳庭勛;高偉倫;蔡豪軒;黃郁涵;江建輝;許富盈;張庭梧;梁璿安;陳又華;doit"
"氣候變遷","taipei","climate-change","氣候變遷","143","youbike_weekday","YouBike2.0週間群像","","0","","false","","資訊局","透過本組件的起訖分佈，您可以發現使用者在週間如何透過YouBike2.0移動，對於規畫通勤的大眾運輸與最後一哩路有相當幫助。","顯示台北市YouBike2.0週間群像。","https://data.taipei/dataset/detail?id=c7dbdb7c-6bbd-495a-bd23-49b22defd83e","doit"
"氣候變遷","taipei","climate-change","氣候變遷","111","gardens","田園城市","","0","","false","","工務局","台北市田園的面積與分布位置資料將幫助我們探討田園在城市中的分佈情況及其相關性。","顯示全市各田園類別的面積和分布位置。","https://data.taipei/dataset/detail?id=32adce69-45ca-4f9c-a8d6-0f7cf27fa556","doit"
"氣候變遷","taipei","climate-change","氣候變遷","200","env_srv_energy_subsidy","臺北市服務業汰換節能設備補助相關資訊","","0","","false","","產業局","透過本組件可以掌握臺北市服務業汰換節能設備補助的相關資訊，協助業者了解補助政策與申請流程，進一步推動節能設備的普及化，降低用電量，並共同實現城市減碳與永續發展的目標。","臺北市服務業汰換節能設備補助相關資訊","https://data.taipei/dataset/detail?id=01370301-b843-4b60-ae8c-6a8789880bfe","doit"
"氣候變遷","taipei","climate-change","氣候變遷","201","energy_saving_coaching_situation_tpe_households","臺北市節能輔導累計家數","","0","","false","","產業局","適用於評估節能政策的普及程度，協助政府或研究單位分析參與度，並針對未覆蓋區域制定行動計劃。","顯示臺北市節能輔導累計家數","https://data.taipei/dataset/detail?id=687f5170-06e9-46be-80bc-fcae87bcaeba","doit"
"氣候變遷","taipei","climate-change","氣候變遷","202","energy_saving_coaching_situation_tpe_power","臺北市節能輔導累計節約電量","","0","","false","","產業局","可用於制定能源使用策略，提供企業或政府參考具體的節電成果，並用於預測未來能源需求趨勢。","顯示臺北市節能輔導累計節約電量","https://data.taipei/dataset/detail?id=687f5170-06e9-46be-80bc-fcae87bcaeba","doit"
"氣候變遷","taipei","climate-change","氣候變遷","203","energy_saving_coaching_situation_tpe_carbon","臺北市節能輔導累計減碳量","","0","","false","","產業局","用於環境影響評估，支援永續發展報告撰寫或國際減碳目標的追蹤，提升政策透明度與社會信任感。






","顯示臺北市節能輔導累計減碳量","https://data.taipei/dataset/detail?id=687f5170-06e9-46be-80bc-fcae87bcaeba","doit"
"氣候變遷","taipei","climate-change","氣候變遷","207","energy_saving_coaching_situation_tpe_households_gov","臺北市節能輔導查核累計家數","","0","","false","","產業局","適用於評估節能政策的普及程度，協助政府或研究單位分析參與度，並針對未覆蓋區域制定行動計劃。","顯示臺北市節能輔導查核累計家數","https://data.taipei/dataset/detail?id=687f5170-06e9-46be-80bc-fcae87bcaeba","doit"
"氣候變遷","taipei","climate-change","氣候變遷","208","energy_saving_coaching_situation_tpe_power_gov","臺北市節能輔導查核累計節約電量","","0","","false","","產業局","可用於制定能源使用策略，提供企業或政府參考具體的節電成果，並用於預測未來能源需求趨勢。","顯示臺北市節能輔導查核累計節約電量","https://data.taipei/dataset/detail?id=687f5170-06e9-46be-80bc-fcae87bcaeba","doit"
"氣候變遷","taipei","climate-change","氣候變遷","209","energy_saving_coaching_situation_tpe_carbon_gov","臺北市節能輔導查核累計減碳量","","0","","false","","產業局","用於環境影響評估，支援永續發展報告撰寫或國際減碳目標的追蹤，提升政策透明度與社會信任感。
","顯示臺北市節能輔導查核累計減碳量","https://data.taipei/dataset/detail?id=687f5170-06e9-46be-80bc-fcae87bcaeba","doit"
"防災都市","taipei","disaster-prevention","防災都市","255","rainfall_flood_simulation_etl","各降雨強度分級淹水面積","","0","","false","","經濟部水利署","在極端氣候日益頻繁的情況下，政府可利用淹水模擬圖預測高���險區域，並優先強化排水設施。例如，若模擬顯示某行政區在24小時500毫米降雨下大量區域將積水超過0.5公尺，應即時檢討該區的雨水下水道容量，並結合社區防災教育與防水閘門設施布建，降低淹水造成的財產與人命損失。","顯示台北地區不同雨量情境下的潛在淹水風險模擬資料","https://fhy.wra.gov.tw/fhyv2/disaster/downloads;https://datahub.ncdr.nat.gov.tw/dataset/detail?pid=19409a2a-4326-40d6-957f-eb284137440b","ex-Wee;陳宇修;林柔安;黃沛文;黃亘立;卓易霆;doit"
"防災都市","taipei","disaster-prevention","防災都市","172","fire_narrow_street","狹小巷弄程度分佈","","0","","false","","新北消防局、臺北消防局","在進行都市更新或消防安全規劃時，政府可參考狹小巷弄的空間分布情形。例如，若某行政區中「極窄」等級巷弄比例偏高，代表該區在火災發生時可能面臨逃生困難或救災遲滯問題。政策上可優先評估道路拓寬、推動建物退縮、增設社區消防通道等措施，提升區域整體安全性。","顯示雙北各行政區狹小巷弄分布情形與程度統計資料","https://data.taipei/dataset/detail?id=95c2eed3-8253-4dce-bf8e-1d6a01517514;https://data.ntpc.gov.tw/datasets/5e5bd1b4-b5fd-406b-84c4-ae2d70d2ba71","ex-Wee;陳宇修;林柔安;黃沛文;黃亘立;卓易霆;doit;ntpc"
"防災都市","taipei","disaster-prevention","防災都市","171","air_raid_shelter","防空避難設施","","0","","false","","新北警察局、臺北都發局","在雙北進行災害防救規劃時，政府單位可依據各行政區避難設施的容量分布進行資源調度。例如，若某行政區5000人以上的大型避難設施明顯不足，則應優先考量增設大型設施，或與鄰近區域協調避難空間共享機制，確保緊急時期能有效分散人潮，提升整體防災韌性。","顯示雙北各行政區防空避難設施的容納人數分布統計資料","https://data.taipei/dataset/detail?id=29a13836-028e-430d-bf5d-18ad3850f178;https://data.ntpc.gov.tw/datasets/3a9d87f0-9490-4021-8fc9-5045ecdd8d22","ex-Wee;陳宇修;林柔安;黃沛文;黃亘立;卓易霆;doit;ntpc"
"防災都市","taipei","disaster-prevention","防災都市","162","permeable_paving","透水鋪面","","0","","false","","工務局","台北市的透水性鋪面的面積和分佈位置，將幫助我們探討透水性鋪面在城市中的遍佈及其相關性。","顯示全市透水性鋪面的面積和分佈位置。","https://data.taipei/dataset/detail?id=5b277432-f534-4d09-a24c-d3f6b514e042","威猛先生;黃梓睿;廖偉翔;陳俊嘉;沈鈺芳;黃愉翔;doit"
"防災都市","taipei","disaster-prevention","防災都市","42","building_age","全市屋齡分布","","0","","false","1 year","都發局","屋齡的計算基準是以建物使用執照生效年份起算，這可以作為了解台北市建築屋齡分佈情況的參考依據。","顯示當前全市建築屋齡分佈情況。","https://data.taipei/dataset/detail?id=c876ff02-af2e-4eb8-bd33-d444f5052733","doit"
"防災都市","taipei","disaster-prevention","防災都市","59","water_level","水位監測","","0","","false","1 year","工務局水利處","了解水位監測站的異常值，可結合其他組件資料，對異常水位的原因進行更深入的瞭解，並檢視相關抽水站是否有適時運作。","顯示當前全市水位異常的下水道水位監測站。","https://data.taipei/dataset/detail?id=b3648c5d-15c8-416a-a603-fda7a9ac1b0d;https://data.taipei/dataset/detail?id=cd444840-bbfb-4b0a-bdfa-2a36d49b3794","doit"
"防災都市","taipei","disaster-prevention","防災都市","163","flood_simulate","降雨淹水模擬圖","","0","","false","5 year","工務局水利處","本組件可展示本市短延時強降雨條件下（78.8mm/h、100mm/h、130mm/h）之可能積水範圍、可能積水深度，以做防洪規劃。","顯示全市各區降雨模擬淹水量。","https://data.gov.tw/dataset/121550","我們都是112A;蔡立倫;謝芝嫻;王佑豪;賴彥良;林育緹;doit"
"防災都市","taipei","disaster-prevention","防災都市","16","slope_area_risk","山坡地風險地點","","0","","false","10 year","工務局","除可以在地圖頁面概覽臺北市山坡地風險地點與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前較有災害風險的山坡地區。","https://data.taipei/dataset/detail?id=7945f811-9b77-4d89-92ec-d94c827888ca","doit"
"防災都市","taipei","disaster-prevention","防災都市","204","sea_sand_houses_tpe_households","海砂屋列管案件戶數","","0","","false","1 year","主計處","協助市民了解臺北市海砂屋的分布情況，為購屋者提供參考，並為政府制定房屋安全政策提供數據支持。","顯示臺北市海砂屋列管案件的戶數。

","https://data.taipei/dataset/detail?id=9617a04f-dd29-460c-a5ee-e4df2b0b4573","doit"
"防災都市","taipei","disaster-prevention","防災都市","205","sea_sand_houses_tpe_cases","海砂屋列管案件案件數","","0","","false","1 year","主計處","協助市民了解臺北市海砂屋的分布情況，為購屋者提供參考，並為政府制定房屋安全政策提供數據支持。","顯示臺北市海砂屋列管案件的案件數。

","https://data.taipei/dataset/detail?id=9617a04f-dd29-460c-a5ee-e4df2b0b4573","doit"
"防災都市","taipei","disaster-prevention","防災都市","206","sea_sand_houses_tpe_times","海砂屋列管戶數案件數","","0","","false","1 year","主計處","協助市民了解臺北市海砂屋的分布情況，為購屋者提供參考，並為政府制定房屋安全政策提供數據支持。","顯示臺北市海砂屋列管案件的戶與案件數量

","https://data.taipei/dataset/detail?id=9617a04f-dd29-460c-a5ee-e4df2b0b4573","doit"
"防災都市","taipei","disaster-prevention","防災都市","43","pump_status","抽水站狀態","","0","","false","minute","工務局水利處","考慮當日天氣及「水位監測」組件的資料，來探討抽水站的運作狀況與水位異常之間的關聯性。","顯示當前全市開啟的抽水站數量。","https://data.taipei/dataset/detail?id=026cc0fa-cecc-4c78-b986-ead3b0c8b95b;https://data.taipei/dataset/detail?id=2bbfb30e-de58-43bd-9cc9-b56e9a6b5369","doit"
"健康守護","taipei","ltc_care_tpe","健康守護","258","long_term","長照據點","","0","","false","1 year","新北衛生局、臺北社會局","可用於評估雙北各行政區長期照顧機構的充足性與分布均衡性，協助規劃長期照顧服務的資源配置與擴展。","雙北各行政區長期照顧機構分布","https://data.taipei/dataset/detail?id=d10a3309-01f9-4180-88d2-c4e6ee18b640;https://data.taipei/dataset/detail?id=6ab66246-7a52-4dc2-9c72-5fbf62003e90;https://data.ntpc.gov.tw/datasets/a0323809-1c7b-42f3-8dea-2b14f40118f7","木柵派大星;李喆宸;謝惟寧;劉鎮宇;柯里橫;黃科寯;doit;ntpc"
"健康守護","taipei","ltc_care_tpe","健康守護","252","old_club","銀髮俱樂部","","0","","false","1 year","新北社會局、臺北社會局","臺北市與新北市的社會局或各區公所可依據此可視化工具快速掌握雙北地區銀髮族俱樂部的整體現況，透過雷達圖洞察各行政區俱樂部的活動豐富度與參與規模，並透過地圖定位了解長者俱樂部的空間分布與資源密度，進而協調跨區社福資源、規劃長者友善活動場域，或作為擴大服務網絡與推動政策的參考依據；同時，社區志工、長者或家屬亦可根據地圖迅速尋找鄰近行政區的俱樂部據點，並依照雷達圖顯示的指標選擇最符合自身需求的活動場所，進一步提升長者的生活品質與社會參與度。","顯示雙北銀髮族俱樂部分區","https://data.taipei/dataset/detail?id=48a04f42-094e-46a0-a279-b4d8b703a7b3;https://data.ntpc.gov.tw/datasets/f531a808-4aab-4e5e-93f0-c34f9ff97a78","城市設計夢想家-王者再起;陳品豪;劉子揚;陳柏宇;管少棋;吳威宏;doit;ntpc"
"健康守護","taipei","ltc_care_tpe","健康守護","256","death_count_rate_by_cause_and_year","死因別死亡率總覽","","0","","false","1 year","主計處","用於健康政策規劃、民眾健康風險溝通、死因結構分析。","死因別死亡率總覽","https://data.taipei/dataset/detail?id=0393f306-9248-4316-8f8a-2014b5e30728","木柵派大星;李喆宸;謝惟寧;劉鎮宇;柯里橫;黃科寯;doit"
"健康守護","taipei","ltc_care_tpe","健康守護","257","flu_hospitals_distribution","各行政區流感疫苗接種醫院數量統計","","0","","false","","衛生局","可用於評估各行政區流感疫苗接種醫療資源的充足性，協助規劃疫苗接種點的增設與分配，提升公共衛生服務覆蓋率。","顯示臺北各行政區流感疫苗接種醫院數量分布","https://data.taipei/dataset/detail?id=ec201f0a-2efa-4426-9439-a8daea7b33c7","木柵派大星;李喆宸;謝惟寧;劉鎮宇;柯里橫;黃科寯;doit"
"健康守護","taipei","ltc_care_tpe","健康守護","214","dependency_aging","扶養比及老化指數","","0","","false","1 year","主計處","使用於人口結構分析、社會福利規劃與經濟發展評估，臺北市的扶養比與老化指數數據提供決策參考。政府機構可透過這些統計資料評估勞動力供給與社會扶養負擔，進而調整退休政策與醫療資源配置。企業可運用數據研判市場趨勢，規劃銀髮族產品與服務。學術研究則可透過時間序列分析，探討人口老化對經濟與社會的影響，為未來城市發展與人口政策提供科學依據。
","顯示臺北市扶養比及老化指數時間數列統計資料","https://data.taipei/dataset/detail?id=aafb15dc-5508-4091-bd48-a708e60f6698","doit"
"健康守護","taipei","ltc_care_tpe","健康守護","215","aging_workforce_trend","高齡就業人口之年增結構","","0","","false","1 year","主計處","適用於跨域分析或探討都市群體共通趨勢，涵蓋臺北市與新北市兩地，常見於區域整體發展、通勤流動、就業市場整合、住宅與交通規劃等議題。亦可用於比較兩市人口結構差異、公共資源分布或整合性施政評估。例如：雙北地區勞動參與率變化、雙北通勤族群結構分析、雙北教育資源均衡程度探討等。","顯示雙北就業人口之年齡結構時間數列統計資料","https://data.taipei/dataset/detail?id=df320c78-f66b-4504-92b4-cf2a2eb46f1b;https://data.ntpc.gov.tw/datasets/c285509a-7fb2-434f-8542-0b4986c337a8","doit;ntpc"
"健康守護","taipei","ltc_care_tpe","健康守護","216","city_age_distribution","全市年齡分區","","0","","false","1 year","主計處","使用於城市規劃、社會政策制定及人口統計分析，雙北地區年齡分區數據可協助政府與研究機構掌握人口結構的變化情形。此指標適用於評估各年齡層在臺北市與新北市的區域分布，有助於規劃教育資源配置、醫療設施布建及長照服務佈點。除此之外，企業亦可依據此數據進行市場分析，針對不同年齡族群設計產品與服務，強化區域經營策略的精準度與效益。此資料為雙北區域在政策與產業發展上的重要基礎依據。","顯示雙北年齡分區","https://data.taipei/dataset/detail?id=1e0c58e9-6aa5-4acb-a5a1-f60bacad60f3;https://data.ntpc.gov.tw/datasets/8308ab58-62d1-424e-8314-24b65b7ab492","doit;ntpc"
"健康守護","taipei","ltc_care_tpe","健康守護","218","aging_kpi","長照指標","","0","","false","1 year","主計處","在制定長照政策時，政府可運用 扶老比、扶幼比、扶養比 及 老化指數 來評估未來照護需求。例如，某城市發現扶老比上升且老化指數超過 100，代表老年人口已多於兒童，預示長照需求將持續增加。政府可據此增設長照機構、強化居家照護服務，並鼓勵社區共融計畫，以減輕勞動人口的扶養壓力，確保高齡者獲得適切照顧。","此圖顯示臺北長照關懷各項指標。","https://data.taipei/dataset/detail?id=aafb15dc-5508-4091-bd48-a708e60f6698","doit"
"商圈活化","taipei","biz_revive_tpe","商圈活化","260","friendly_store","友善店家資源分布","","0","","false","","臺北產業局","透過本組件可掌握各行政區在語言、性別、無障礙等友善指標的資源分布，協助分析商圈於多元與包容層面的特色與差異，作為政策推動、商圈升級及城市友善設計的參考依據。","雙北各友善商店","https://data.taipei/dataset/detail?id=d807396c-e41f-4005-be42-0160280783a1","粽子裡沒bug;許順彥;陳廷宇;蔡昀翰;龔芳俞;林庭奕;doit;ntpc"
"商圈活化","taipei","biz_revive_tpe","商圈活化","259","metro_passenger","捷運站乘客流動量","","0","","false","","主計處、捷運公司","業者可根據高流量站點選擇設立分店或投放廣告，例如在中山、中山國中等站旁拓點。政府單位能比對不同站點流量差異，規劃捷運動線優化、調整公車轉乘與出口設計。觀光與活動單位可依進出站比重調整旅客導流動線，避免集散壓力集中於單一出口。","透過堆疊長條圖，顯示雙北各大捷運站的年度進出站人次。","https://data.taipei/dataset/detail?id=178ebf06-0451-4ac1-bbba-c255ca1fdac6;https://data.taipei/dataset/detail?id=cfa4778c-62c1-497b-b704-756231de348b","BombardinoCrocodilo;黃恆嘉;王敏權;辜麗慈;游英妮;doit;ntpc"
"商圈活化","taipei","biz_revive_tpe","商圈活化","247","hotel","旅館統計","","0","","false","3 month","觀傳局","旅客可透過地圖檢視臺北市旅館分佈與價格區間，選擇合適住宿區域與預算，並直接取得聯絡電話進行訂房。","顯示臺北市地區旅館基本統計資料。","https://data.taipei/dataset/detail?id=4d7d0b46-2e90-4ee7-b000-c0f2f3a37651","亂寫都對;江品寬;曾士珍;蔡尚榮"
"商圈活化","taipei","biz_revive_tpe","商圈活化","248","attraction","觀光景點分布","","0","","false","","交通部","整體景點分布情況可透過對比人流、車流、停車格、空氣品質、公廁位置、旅館位置及無障礙設施等多項組件，協助判斷各地景點之可達性與旅遊舒適度，作為民眾安排行程與選擇旅遊地點的重要參考依據。","顯示雙北各區不同種類景點分布","https://tdx.transportdata.tw/data-service/basic?keyword=%E6%99%AF%E9%BB%9E","亂寫都對;江品寬;曾士珍;蔡尚榮"
"商圈活化","taipei","biz_revive_tpe","商圈活化","249","toilet","公廁分布","","0","","false","","環境部環境管理署","使用者可透過地圖模式查看雙北各公共廁所位置與類型，並掌握無障礙、親子與性別友善等特殊需求廁所狀況，適時規劃行程或外出路徑，提升整體使用便利性。","顯示雙北市公共廁所分佈狀況。","https://data.moenv.gov.tw/dataset/detail/FAC_P_21?fbclid=IwY2xjawKnxu5leHRuA2FlbQIxMQABHlKVwfC17xCSwJ2DjrvCLWQxr6eUcj002pw1BkTy65izilehvuk7YRMIdw2F_aem_Im9qsa-kswMGMR1ESxInEw","亂寫都對;江品寬;曾士珍;蔡尚榮"
"商圈活化","taipei","biz_revive_tpe","商圈活化","250","crime","偷竊統計","","0","","false","","新北警察局、臺北警察局","使用者可透過地圖模式查看雙北各區偷竊熱點，了解不同偷竊案類與高發時段，作為出行安全規劃或警政資源調度依據，提升社區安全與治安維護效率。","顯示雙北市偷竊案件分佈情況。","https://data.taipei/dataset/detail?id=68785231-d6c5-47a1-b001-77eec70bec02;https://data.taipei/dataset/detail?id=3a0e2289-a605-4eac-af30-f4af613f456d;https://data.taipei/dataset/detail?id=f87ad53e-79c7-48c4-aec4-f0fd8f99bfb2;https://data.taipei/dataset/detail?id=5c5e9e13-9803-47c0-bbd2-1a4b3c11c49b;https://data.ntpc.gov.tw/datasets/8a32c6b5-46fc-4fac-b3a4-317b9998bfd7?fbclid=IwY2xjawKocsNleHRuA2FlbQIxMQABHp3TZ5lDdRJyLrW5cV01z2hWFGUa-n4WbqYqoH1FTwZvwLf9LcBC8hE_pED7_aem_RZW54exUIWP4Chd0q-yVDA","亂寫都對;江品寬;曾士珍;蔡尚榮"
"商圈活化","taipei","biz_revive_tpe","商圈活化","251","accessibility","無障礙設施","","0","","false","","交通局","使用者可透過地圖模式查詢臺北市各地區無障礙設施位置與類型，如無障礙坡道或無障礙廁所，快速規劃出行路線並找到合適設施，提高行動友善度與生活便利性。","顯示臺北地區無障礙設施分布。","https://data.taipei/dataset/detail?id=08f9bc00-b1e9-4f6e-9199-0da74d8ad930;https://data.taipei/dataset/detail?id=f8a625d2-6529-4c6a-8852-0122d8bb740e","亂寫都對;江品寬;曾士珍;蔡尚榮"
"商圈活化","taipei","biz_revive_tpe","商圈活化","261","aed_locations","AED資源設置分布概況","","0","","false","1 month","新北衛生局、臺北衛生局","在推動商圈活化或舉辦大型活動時，可透過本組件快速掌握特定區域的 AED 設置密度，協助識別急救資源薄弱區，作為優先增設據點與提升商圈安全友善度的依據。","顯示AED分布","https://data.taipei/dataset/detail?id=cd050577-115f-4299-b37a-012ff490a632;https://data.ntpc.gov.tw/datasets/61b29f27-219a-4394-9722-af97a5707598","粽子裡沒bug;許順彥;陳廷宇;蔡昀翰;龔芳俞;林庭奕;doit;ntpc"
"商圈活化","taipei","biz_revive_tpe","商圈活化","286","attraction_cctv","觀光景點直播","","0","","false","","觀傳局","可與其他交通或公共安全圖層交叉比對，提供觀光、交通流量與市民出行決策之參考。","顯示臺北市景點直播鏡頭。","https://www.youtube.com/channel/UCJLjpq7pTJRbP3vtx0LxB9Q","doit"
"務實交通","metrotaipei","practical_transportation_newtpe","務實交通","60","youbike_availability","YouBike使用情況","","0","","false","10 minute","交通部","藉由顯示雙北地區 YouBike 的使用情況，以及觀察可借車輛數約為車柱總數的一半，可大致掌握目前停放於站點與使用中車輛的整體分布情形。使用者亦可透過地圖模式查詢雙北各站點的即時資訊，包括可借車輛數、可還空位數及站點位置，方便規劃路線與掌握使用狀況，提升共享單車的便利性與使用效率。","顯示當前雙北共享單車YouBike的使用情況。","https://tdx.transportdata.tw/api-service/swagger/basic/2cc9b888-a592-496f-99de-9ab35b7fb70d#/Bike/BikeApi_Availability_2181;https://tdx.transportdata.tw/api/basic/v2/Bike/Availability/City/NewTaipei?%24top=30&%24format=JSON","doit;ntpc"
"務實交通","metrotaipei","practical_transportation_newtpe","務實交通","212","ebus_percent","電動巴士比例","","0","","false","","交通局","可用於評估雙北地區公共運輸電動化進程，透過此圖顯示臺北市與新北市公車系統中電動公車的占比及成長趨勢。圖表比較傳統燃油公車與電動公車的比例變化，並標示雙北兩市推動相關政策、補助措施及其所帶來的環保效益。透過這些數據，可評估雙北地區電動公車的普及率，以及其在減碳排放與空氣品質改善上的具體貢獻，進而作為制定更完善的都會區公共運輸電動化策略的重要依據，推動雙北朝向低碳永續城市目標發展。","顯示雙北電動公車比例","https://tdx.transportdata.tw/api/basic/v2/Bus/Vehicle/City/Taipei?%24top=30&%24format=JSON;https://tdx.transportdata.tw/api/basic/v2/Bus/Vehicle/City/NewTaipei?%24top=30&%24format=JSON","doit;ntpc"
